site;site_code;lat;long;province;year;month;sampling_date;season;sample_event;survey_type;plant_species;tiller_diam;tiller_height;tiller_alive;tiller_seeding;exit_holes_stem;exit_holes_inflor;tetramesa_sp1_abun;tetramesa_sp1_pres;tetramesa_sp2_abun;tetramesa_sp2_pres;bruchophagus_sp1_abun;bruchophagus_sp1_pres;shotholeborer_sp1_abun;shotholeborer_sp1_pres;chloropid_sp1_abun;chloropid_sp1_pres;eurytomid_sp4_abun;eurytomid_sp4_pres;ustilago_sp_pres;exit_holes_total;endo_abun_total;insect_abun_total;disturbance_type;disturb_time_since;disturb_allow_overwinter;insect_code;insect_order;insect_family;insect_id;second_insect_id;notes
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Sporobolus pyramidalis;5.0;118;0;0;1;0;2;1;0;0;0;0;1;1;0;0;0;0;0;1;3;4;slashing;> 6 months;Yes;SP1-1-001;Hymenoptera;Eurytomidae;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Sporobolus pyramidalis;4.8;113;0;0;2;0;3;1;0;0;0;0;0;0;0;0;0;0;0;2;3;5;slashing;> 6 months;Yes;SP1-1-002;Hymenoptera;Eurytomidae;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Sporobolus pyramidalis;4.0;108;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;2;3;slashing;> 6 months;Yes;SP1-1-003;Hymenoptera;Eurytomidae;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Sporobolus pyramidalis;4.3;68;0;0;8;0;8;1;1;1;1;1;0;0;0;0;0;0;0;8;10;18;slashing;> 6 months;Yes;SP1-1-004;Hymenoptera;Eurytomidae;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Sporobolus pyramidalis;4.4;74;0;0;0;0;6;1;2;1;0;0;1;1;0;0;0;0;0;0;9;9;slashing;> 6 months;Yes;SP1-1-005;Hymenoptera;Eurytomidae;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Sporobolus pyramidalis;4.6;76;0;0;6;0;1;1;0;0;0;0;1;1;0;0;0;0;0;6;2;8;slashing;> 6 months;Yes;SP1-1-005;Hymenoptera;Eurytomidae;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Sporobolus pyramidalis;4.3;113;1;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;3;3;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Sporobolus pyramidalis;4.2;117;1;1;0;0;0;0;0;0;6;1;3;1;0;0;0;0;0;0;9;9;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Sporobolus pyramidalis;4.7;106;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;4;4;slashing;> 6 months;Yes;SP1-1-005;Hymenoptera;Eurytomidae;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Sporobolus pyramidalis;4.0;113;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Melinis repens;1.1;55;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Melinis repens;1.1;56;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Melinis repens;1.4;62;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Melinis repens;1.3;51;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Melinis repens;1.6;45;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Melinis repens;1.6;60;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Melinis repens;1.5;54;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Melinis repens;1.4;51;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Melinis repens;1.2;39;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Melinis repens;1.2;47;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Hyparrhenia hirta;5.4;140;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Hyparrhenia hirta;4.2;131;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Hyparrhenia hirta;5.5;150;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Hyparrhenia hirta;3.6;118;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Hyparrhenia hirta;4.4;129;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Hyparrhenia hirta;3.9;114;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Hyparrhenia hirta;4.3;139;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Hyparrhenia hirta;6.1;180;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Hyparrhenia hirta;4.6;119;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2017;Nov;Nov-17;Summer;1;LTS;Hyparrhenia hirta;4.9;150;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 6 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Sporobolus pyramidalis;4.6;120;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Sporobolus pyramidalis;4.0;86;1;1;0;0;2;1;1;1;0;0;0;0;1;1;0;0;0;0;4;4;slashing;> 8 months;Yes;SP-1-001;Hymenoptera;Eurytomidae;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Sporobolus pyramidalis;4.3;98;1;1;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;3;3;slashing;> 8 months;Yes;SP-1-001;Hymenoptera;Eurytomidae;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Sporobolus pyramidalis;4.4;107;1;1;0;0;4;1;2;1;0;0;0;0;0;0;0;0;0;0;6;6;slashing;> 8 months;Yes;SP-1-001;Hymenoptera;Eurytomidae;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Sporobolus pyramidalis;3.6;90;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Sporobolus pyramidalis;4.0;76;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Sporobolus pyramidalis;4.0;91;0;0;3;2;7;1;0;0;1;1;1;1;0;0;0;0;0;5;9;14;slashing;> 8 months;Yes;SP-1-001;Hymenoptera;Eurytomidae;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Sporobolus pyramidalis;4,0;86;1;1;1;0;2;1;0;0;2;1;0;0;0;0;0;0;0;1;4;5;slashing;> 8 months;Yes;SP-1-001;Hymenoptera;Eurytomidae;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Sporobolus pyramidalis;4.2;79;0;0;3;0;6;1;0;0;0;0;0;0;0;0;0;0;0;3;6;9;slashing;> 8 months;Yes;SP-1-001;Hymenoptera;Eurytomidae;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Sporobolus pyramidalis;4.3;84;1;0;5;1;2;1;0;0;0;0;3;1;0;0;0;0;0;6;5;11;slashing;> 8 months;Yes;SP-1-001;Hymenoptera;Eurytomidae;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Melinis repens;1.2;42;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Melinis repens;1.3;45;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Melinis repens;1.5;55;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Melinis repens;1.5;60;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Melinis repens;1.2;41;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Melinis repens;1.1;41;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Melinis repens;1.7;68;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Melinis repens;1.7;69;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Melinis repens;1.4;42;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Melinis repens;1.3;51;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Hyparrhenia hirta;4.7;113;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Hyparrhenia hirta;4.4;135;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Hyparrhenia hirta;5.2;146;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Hyparrhenia hirta;5.7;157;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Hyparrhenia hirta;6.5;178;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Hyparrhenia hirta;6.3;170;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Hyparrhenia hirta;5.1;123;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Hyparrhenia hirta;3.6;119;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Hyparrhenia hirta;4.7;140;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Jan;Jan-18;Summer;2;LTS;Hyparrhenia hirta;5.5;151;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 8 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Sporobolus pyramidalis;3.4;125;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Sporobolus pyramidalis;3.7;133;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Sporobolus pyramidalis;2.7;91;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Sporobolus pyramidalis;2.8;107;1;1;0;0;1;1;2;1;3;1;2;1;0;0;0;0;0;0;8;8;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Sporobolus pyramidalis;2.9;104;1;1;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;6;6;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Sporobolus pyramidalis;3.0;113;1;0;2;0;3;1;0;0;1;1;0;0;0;0;0;0;0;2;4;6;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Sporobolus pyramidalis;3.0;117;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Sporobolus pyramidalis;3.1;123;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Sporobolus pyramidalis;3.6;139;1;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;3;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Sporobolus pyramidalis;3.8;136;1;1;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;8;8;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Melinis repens;1.4;65;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Melinis repens;1.6;65;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Melinis repens;1.6;69;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Melinis repens;1.8;61;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Melinis repens;1.2;45;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Melinis repens;1.9;56;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Melinis repens;2.2;71;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Melinis repens;2.2;66;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Melinis repens;1.8;60;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Melinis repens;1.8;57;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Hyparrhenia hirta;3.3;80;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Hyparrhenia hirta;3.7;101;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Hyparrhenia hirta;6.5;187;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Hyparrhenia hirta;6.1;154;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Hyparrhenia hirta;4.5;142;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Hyparrhenia hirta;4.9;152;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Hyparrhenia hirta;5.3;138;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Hyparrhenia hirta;5.1;139;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Hyparrhenia hirta;5.9;156;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;Mar;Mar-18;Summer;3;LTS;Hyparrhenia hirta;4.0;114;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 10 months;Yes;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Sporobolus pyramidalis;3.2;126;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;Site slashed approx. 10 weeks prior to May 2018 collections
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Sporobolus pyramidalis;3.9;124;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Sporobolus pyramidalis;3.7;132;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Sporobolus pyramidalis;4.1;119;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Sporobolus pyramidalis;3.3;113;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Sporobolus pyramidalis;3.2;123;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Sporobolus pyramidalis;4.3;138;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Sporobolus pyramidalis;4.1;133;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Sporobolus pyramidalis;3.1;130;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Sporobolus pyramidalis;3.7;117;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Melinis repens;NA;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Melinis repens;NA;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Melinis repens;NA;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Melinis repens;NA;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Melinis repens;NA;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Melinis repens;NA;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Melinis repens;NA;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
Westwood;LTS001;-29.82913;30.95911;KZN;2018;May;May-18;Winter;4;LTS;Melinis repens;NA;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;slashing;> 2 months;No;;;;;;
